date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-04-04 00:00:00,26,20.9,33,3,,,8,,1013.8,
2025-04-05 00:00:00,25.4,20.7,31,4.6,,,7.7,,1013.4,
2025-04-06 00:00:00,26.7,21.7,34,0.2,,,7.6,,1012,
2025-04-07 00:00:00,27.3,21.5,34,0,,,8.3,,1012,
2025-04-08 00:00:00,27.4,21.5,34,0,,,9.2,,1012.7,
2025-04-09 00:00:00,26.9,20.3,33,0,,,9.3,,1012.2,
2025-04-10 00:00:00,26.2,21.5,34,0.5,,,13.7,,1011.2,
2025-04-11 00:00:00,25.9,20.7,33,1.2,,,10.6,,1011,
2025-04-12 00:00:00,26.5,21.8,34,0.9,,,10.1,,1011.7,
2025-04-13 00:00:00,26.6,20.4,34,0,,,7.2,,1012,
2025-04-14 00:00:00,26,20.4,34,0.1,,,8,,1011.8,
2025-04-15 00:00:00,27.4,20.2,35,0,,,4.5,,1011.6,
2025-04-16 00:00:00,26.7,21.3,34,0,,,7,,1012.1,
2025-04-17 00:00:00,26.8,21.5,34,0.5,,,7.1,,1011.5,
2025-04-18 00:00:00,26.5,21.6,33.6,0,,,8.8,,1011.6,
2025-04-19 00:00:00,27.3,21.9,35,0.7,,,7.4,,1011,
2025-04-20 00:00:00,26.7,22.1,33,1.9,,,7.7,,1011.4,
2025-04-21 00:00:00,27.3,20.9,34,0,,,5.3,,1012.5,
2025-04-22 00:00:00,27,21.9,34,0,,,7.9,,1013.1,
2025-04-23 00:00:00,27.3,21.2,35,0,,,10.2,,1011.9,
2025-04-24 00:00:00,27.9,22.6,35,0,,,9.4,,1010.8,
2025-04-25 00:00:00,28,23,35,0,,,10.4,,1011.2,
2025-04-26 00:00:00,28,22.8,34,0,,,9.1,,1011,
2025-04-27 00:00:00,27.9,22.7,34,0,,,9,,1011.7,
2025-04-28 00:00:00,27.7,22.2,34,0,,,8.2,,1010.6,
2025-04-29 00:00:00,27.8,22.5,34,0,,,9.4,,1010.3,
2025-04-30 00:00:00,27.6,22.6,34.6,0.5,,,8.7,,1010.9,
2025-05-01 00:00:00,26.7,22.6,32,0,,,9.2,,1012.3,
2025-05-02 00:00:00,26.9,22.5,33,0.6,,,7.9,,1012,
2025-05-03 00:00:00,26.4,22.2,31,6,,,9.3,,1011.9,
2025-05-04 00:00:00,26.8,22.8,34.1,4.1,,,14.3,,1011.3,
2025-05-05 00:00:00,27.2,22.1,34,0,,,8.9,,1010.4,
2025-05-06 00:00:00,27.3,22.3,33,0.1,,,11.7,,1011.5,
2025-05-07 00:00:00,27.4,22.2,34,0.4,,,10.2,,1010.7,
2025-05-08 00:00:00,26.8,21.4,33,0,,,11,,1011,
2025-05-09 00:00:00,26.9,20.1,34,0,,,7.1,,1011.9,
2025-05-10 00:00:00,26.7,20.4,33,0,,,9.6,,1012.4,
2025-05-11 00:00:00,26.8,20.5,34,0,,,11,,1011.2,
2025-05-12 00:00:00,26.4,21.7,33,1.1,,,11.2,,1010.6,
2025-05-13 00:00:00,26.1,21.8,34,3.8,,,8.1,,1010,
2025-05-14 00:00:00,25.4,21.4,33,0.1,,,8.8,,1010.7,
2025-05-15 00:00:00,25.9,22,32,1.7,,,8.5,,1010.7,
2025-05-16 00:00:00,26.2,21.7,33,2.3,,,7.3,,1010.8,
2025-05-17 00:00:00,25,21,31,6.9,,,9.7,,1010.6,
2025-05-18 00:00:00,24.4,22.3,31,9.5,,,9.2,,1009.6,
2025-05-19 00:00:00,25.1,22,30,3.5,,,5.8,,1008.2,
2025-05-20 00:00:00,23.7,21.5,28,7.1,,,16.1,,1008,
2025-05-21 00:00:00,24.1,21.8,27,0.2,,,18.3,,1009.7,
2025-05-22 00:00:00,24.9,21.2,30,0,,,13.8,,1009.8,
2025-05-23 00:00:00,24.3,21.6,29,1.4,,,17.5,,1008,
2025-05-24 00:00:00,23.4,21.4,27,5.8,,,18.9,,1007,
2025-05-25 00:00:00,22.6,21.2,26,8.9,,,21.1,,1008.2,
2025-05-26 00:00:00,22.4,20.9,25,16.2,,,22.4,,1008.5,
2025-05-27 00:00:00,23.8,20.8,28,4.6,,,21.5,,1007.8,
2025-05-28 00:00:00,23.3,21.1,27,3.3,,,21.2,,1007.5,
2025-05-29 00:00:00,22.9,21.1,25,13.2,,,19.9,,1007.2,
2025-05-30 00:00:00,22.9,20.8,25.1,8.6,,,17.3,,1008.6,
2025-05-31 00:00:00,24.4,21.7,28.7,0,,,16.8,,1011.3,
2025-06-01 00:00:00,25,21.6,30,0.6,,,17.4,,1012.3,
2025-06-02 00:00:00,24.8,20.9,30,1,,,16.6,,1012,
2025-06-03 00:00:00,24,20.9,27,1.3,,,17,,1012.1,
2025-06-04 00:00:00,24.8,20.5,31,0.5,,,12.6,,1012.4,
2025-06-05 00:00:00,25,19.6,32,0.6,,,10.7,,1012.7,
2025-06-06 00:00:00,25.6,20.1,33,0,,,9,,1012.8,
2025-06-07 00:00:00,25.3,20.3,31,0.6,,,11.8,,1013,
2025-06-08 00:00:00,25.4,19.7,32,0.1,,,11.6,,1012,
2025-06-09 00:00:00,25.3,21.6,30,6.9,,,13.9,,1010.8,
2025-06-10 00:00:00,24.2,20.6,30,25.7,,,12.2,,1008.6,
2025-06-11 00:00:00,23.2,21,29,5.9,,,13.6,,1007.7,
2025-06-12 00:00:00,23.8,21.2,28,11.4,,,16.3,,1006.9,
2025-06-13 00:00:00,23.9,21.4,27,12.3,,,16.7,,1007.2,
2025-06-14 00:00:00,23.4,21.2,27,6.7,,,19.6,,1008.3,
2025-06-15 00:00:00,22.6,21.3,25,23.4,,,21.3,,1008.1,
2025-06-16 00:00:00,22.6,20.8,25,11,,,20,,1008.9,
2025-06-17 00:00:00,23,20.9,26,1.9,,,16.9,,1011,
2025-06-18 00:00:00,23.4,20.4,28,0.7,,,16.5,,1011.5,
2025-06-19 00:00:00,24.3,21,29,0.3,,,15,,1011.5,
2025-06-20 00:00:00,24.1,20.7,29,0.4,,,14.9,,1012.2,
2025-06-21 00:00:00,24.1,20.7,28,0.8,,,15.6,,1012.3,
2025-06-22 00:00:00,23.6,20.2,28,1,,,18,,1011.7,
2025-06-23 00:00:00,23.2,20.7,27,0,,,18.8,,1011.2,
2025-06-24 00:00:00,23.5,21.5,27,1.3,,,18.7,,1009.9,
2025-06-25 00:00:00,22.9,20.9,26,2.5,,,17.7,,1009.4,
2025-06-26 00:00:00,23.3,21.4,26,0.6,,,17.4,,1010.2,
2025-06-27 00:00:00,23.4,20.3,27.1,1.8,,,15.1,,1011,
2025-06-28 00:00:00,23.4,21.2,27,4.1,,,14.4,,1011.2,
2025-06-29 00:00:00,23.8,20.6,29,0,,,18.5,,1010.7,
2025-06-30 00:00:00,23.3,20.9,27,0.4,,,16.5,,1011.1,
2025-07-01 00:00:00,23.3,20.7,26,0,,,14.3,,1011,
2025-07-02 00:00:00,23,21,26,2.2,,,16.1,,1010.4,
2025-07-03 00:00:00,22.6,20.8,25,3.5,,,15.2,,1011.6,
2025-07-04 00:00:00,23.3,21,28,0.4,,,19,,1012.4,
2025-07-05 00:00:00,23.3,21,26,1.2,,,18.1,,1011.9,
2025-07-06 00:00:00,23.5,21.2,27,1,,,19.6,,1011.1,
2025-07-07 00:00:00,24,21.5,28,0.5,,,17.4,,1011.1,
2025-07-08 00:00:00,24.1,21.2,28,0.6,,,17.1,,1011.8,
2025-07-09 00:00:00,23.8,21,28,0.7,,,16.6,,1011.8,
2025-07-10 00:00:00,24.2,21.3,28,0.4,,,15.3,,1011,
2025-07-11 00:00:00,23.5,20.8,27,2.7,,,13.7,,1010.7,
2025-07-12 00:00:00,24.4,21.1,29.5,1.5,,,15.8,,1011.2,
2025-07-13 00:00:00,23.6,21.4,28,2.1,,,15.5,,1011.4,
2025-07-14 00:00:00,23.4,21.2,28,0.7,,,15.9,,1011.4,
2025-07-15 00:00:00,23.5,21.1,27,1.3,,,18,,1010.7,
2025-07-16 00:00:00,23.3,21,27,26.4,,,14,,1009.4,
2025-07-17 00:00:00,23.6,20.6,28,27.1,,,15.3,,1009.8,
2025-07-18 00:00:00,23.3,20.6,27,7.4,,,15.1,,1009.8,
2025-07-19 00:00:00,23.3,20.4,27,12.4,,,15.9,,1008.3,
2025-07-20 00:00:00,22.6,20.8,26,8.4,,,17.6,,1007.7,
2025-07-21 00:00:00,22.3,20.2,26,11.2,,,15.5,,1008.7,
2025-07-22 00:00:00,22.6,20.6,26,3.8,,,16.8,,1009.7,
2025-07-23 00:00:00,22.6,20.6,26,12.5,,,17.6,,1009.1,
2025-07-24 00:00:00,22.2,20.2,25,8.6,,,19.2,,1008.6,
2025-07-25 00:00:00,23,21.2,26.8,0.2,,,23.4,,1008.7,
2025-07-26 00:00:00,22.5,21.2,25,1.8,,,21.4,,1010.6,
2025-07-27 00:00:00,22.4,20.9,26,0,,,19.4,,1011.8,
2025-07-28 00:00:00,22.9,20.3,26,0,,,16.6,,1012.2,
2025-07-29 00:00:00,22.6,20.1,26,0.2,,,17.2,,1012.5,
2025-07-30 00:00:00,23.8,20.8,28,0,,,18.6,,1011.4,
2025-07-31 00:00:00,24.1,20.8,28,1.4,,,16.8,,1011.5,
2025-08-01 00:00:00,24.2,21.5,29,2.8,,,10.5,,1011.1,
2025-08-02 00:00:00,23.6,20.5,29,17.2,,,10.5,,1010.8,
2025-08-03 00:00:00,24.2,20.9,29,9.9,,,10,,1011.2,
2025-08-04 00:00:00,24.2,20.4,30,24.5,,,7.8,,1011.2,
2025-08-05 00:00:00,23.5,20.6,29,20.7,,,7.7,,1010.7,
2025-08-06 00:00:00,24,19.7,29,0.8,,,11,,1010.3,
2025-08-07 00:00:00,24.1,20.7,29,3.9,,,11.8,,1010.5,
2025-08-08 00:00:00,23.8,20.3,29,4.6,,,7.6,,1011.4,
2025-08-09 00:00:00,23.7,20.6,29,11.8,,,7.6,,1012.7,
2025-08-10 00:00:00,22.9,20.6,28,3.6,,,9.5,,1012.6,
2025-08-11 00:00:00,22.7,19.8,26,0.7,,,13,,1012.6,
2025-08-12 00:00:00,22.9,19.9,26,6.5,,,14.2,,1011.5,
2025-08-13 00:00:00,22.8,20.3,27,3.9,,,15.2,,1010,
2025-08-14 00:00:00,22.4,20.1,26,0.3,,,17.1,,1010.3,
2025-08-15 00:00:00,22.4,20.3,26,2.6,,,14.9,,1009.7,
2025-08-16 00:00:00,22.9,20.3,27,2.6,,,17.4,,1008.1,
2025-08-17 00:00:00,22.4,20.3,26,2.9,,,18.6,,1008.4,
2025-08-18 00:00:00,21.9,20.2,25,1.8,,,17.6,,1010.8,
2025-08-19 00:00:00,22.5,20.2,25,0.1,,,19.6,,1011.4,
2025-08-20 00:00:00,23.3,19.8,28,1,,,17.3,,1012,
2025-08-21 00:00:00,23.7,19,29,1.2,,,11.3,,1013.2,
2025-08-22 00:00:00,24.4,19.8,30,2.7,,,10,,1012.6,
2025-08-23 00:00:00,23.6,19.9,28,0.5,,,11.4,,1012.6,
2025-08-24 00:00:00,24.2,20.4,30,1.8,,,15.8,,1013.1,
2025-08-25 00:00:00,23.1,18.7,28,0,,,11.2,,1012.7,
2025-08-26 00:00:00,23.3,20.4,28,1.5,,,17.1,,1011.8,
2025-08-27 00:00:00,22.5,20.6,25,3.4,,,18,,1011,
2025-08-28 00:00:00,22.5,20.4,27,16.6,,,17.6,,1010.3,
2025-08-29 00:00:00,23,20.3,28,1,,,15.6,,1011,
2025-08-30 00:00:00,23.5,20.2,29,1.6,,,16.1,,1012.4,
2025-08-31 00:00:00,22.9,20.7,27,2,,,14.5,,1012.2,
2025-09-01 00:00:00,23,21.4,27,2.1,,,15.3,,1010.6,
2025-09-02 00:00:00,23.4,20.7,28,0.8,,,17.7,,1010.3,
2025-09-03 00:00:00,23,20.9,26,2.4,,,17,,1010.3,
2025-09-04 00:00:00,22.9,20.1,27,0.8,,,15.4,,1011.3,
2025-09-05 00:00:00,23.2,20.2,29,1.1,,,13.7,,1012,
2025-09-06 00:00:00,23.7,20.2,30,0.7,,,13.8,,1012.3,
2025-09-07 00:00:00,23.5,20.4,28,0.6,,,14,,1012.3,
2025-09-08 00:00:00,24.2,19.1,30,1.6,,,11.5,,1011.8,
2025-09-09 00:00:00,24.8,19.3,31,1.5,,,7.5,,1012,
2025-09-10 00:00:00,24.3,20.8,30,13.9,,,8.6,,1012.4,
2025-09-11 00:00:00,23.8,20.3,28,0.2,,,8.6,,1012.3,
2025-09-12 00:00:00,24.4,20.2,30,0.1,,,10.4,,1011.7,
2025-09-13 00:00:00,24,19.6,30,0,,,12.3,,1011.8,
2025-09-14 00:00:00,23.5,19.6,28,1.7,,,14.4,,1012.5,
2025-09-15 00:00:00,23.4,20.1,28,1.7,,,13.8,,1012.2,
2025-09-16 00:00:00,23.7,20.5,28,4.8,,,13,,1011.9,
2025-09-17 00:00:00,23.8,20.2,30,9.7,,,11.9,,1011.7,
2025-09-18 00:00:00,24.2,20.4,30,5.2,,,14.8,,1011.6,
2025-09-19 00:00:00,22.8,20.5,28,3.1,,,12.8,,1012.6,
2025-09-20 00:00:00,23.6,20,29,6.1,,,13.3,,1012.2,
2025-09-21 00:00:00,23.4,19.6,29,5.2,,,13.1,,1011.5,
2025-09-22 00:00:00,23.5,20.1,28,5,,,14.9,,1012.8,
2025-09-23 00:00:00,22.8,20.4,27,5,,,15.2,,1013.1,
2025-09-24 00:00:00,23.4,20.2,28,1.6,,,15.4,,1012.1,
2025-09-25 00:00:00,23.2,20.6,27,7.6,,,14.1,,1010.8,
2025-09-26 00:00:00,23.6,20,29,0.1,,,18.3,,1010.7,
2025-09-27 00:00:00,22.9,20.7,27,0.7,,,18.4,,1011.6,
2025-09-28 00:00:00,23.4,20.4,29,0.4,,,19.4,,1011.4,
2025-09-29 00:00:00,23.5,20.4,28,0.6,,,18.1,,1011.3,
2025-09-30 00:00:00,23.6,19.6,30,0.3,,,15.2,,1010.8,
2025-10-01 00:00:00,23.5,20.4,29,0.8,,,15.6,,1010.8,
2025-10-02 00:00:00,23.6,20.8,28,1.7,,,13.3,,1012.3,
2025-10-03 00:00:00,25,20.6,32,2.4,,,10.8,,1013.9,
2025-10-04 00:00:00,24.3,20.8,29,2.1,,,9,,1014.5,
2025-10-05 00:00:00,24.6,20.1,31,0.1,,,8.9,,1014.1,
2025-10-06 00:00:00,24.6,19.4,31,0,,,7.7,,1014.4,
2025-10-07 00:00:00,25,19.4,32,0,,,7.5,,1014.2,
2025-10-08 00:00:00,24.4,19.9,30,8.8,,,5.1,,1013.9,
2025-10-09 00:00:00,24.3,19.9,31,11,,,3.8,,1014,
2025-10-10 00:00:00,23.8,20.1,30,9.8,,,4.7,,1012.9,
2025-10-11 00:00:00,23.9,19.9,29,21.3,,,5.6,,1012.9,
2025-10-12 00:00:00,24.5,19.4,30,0,,,7.6,,1011.7,
2025-10-13 00:00:00,24.6,19.7,30,0,,,8.2,,1011.7,
2025-10-14 00:00:00,23.9,19.9,29,8.9,,,8.3,,1010.5,
2025-10-15 00:00:00,23.5,19.5,29,3.9,,,8.7,,1010.2,
2025-10-16 00:00:00,23.8,20.4,28,5.4,,,12.3,,1010.4,
2025-10-17 00:00:00,23.8,20.7,30,16.4,,,13.2,,1011.4,
2025-10-18 00:00:00,24.4,20.6,30,8.7,,,13.7,,1011.2,
2025-10-19 00:00:00,23.5,19.7,29,12.2,,,9.4,,1010.9,
2025-10-20 00:00:00,23.7,19.5,29,17.1,,,9.7,,1010,
2025-10-21 00:00:00,22.8,19.9,26,13.1,,,9.5,,1010.4,
2025-10-22 00:00:00,22.2,20.1,27,28.7,,,9,,1010.6,
2025-10-23 00:00:00,23.2,20,28,1.3,,,13,,1011,
2025-10-24 00:00:00,23.1,20,27,0.4,,,13.5,,1012.2,
2025-10-25 00:00:00,23.5,19.7,29,0.5,,,10.6,,1012.3,
2025-10-26 00:00:00,23.9,19.4,29,0.9,,,13,,1012.3,
2025-10-27 00:00:00,22.2,20.3,25,10.4,,,14.8,,1012.6,
2025-10-28 00:00:00,22.7,20.6,26,0.1,,,18.4,,1010.9,
2025-10-29 00:00:00,22.8,20.3,27,0.2,,,17.3,,1011.4,
2025-10-30 00:00:00,23.4,18.6,29,0,,,15.1,,1013.5,
2025-10-31 00:00:00,23,18.5,29,0,,,12.1,,1014.7,
2025-11-01 00:00:00,23.1,17.1,31,0,,,10.4,,1014.8,
2025-11-02 00:00:00,23.6,19.6,30,0,,,10.7,,1015.7,
2025-11-03 00:00:00,22.4,18.8,28,0,,,8.7,,1015.5,
2025-11-04 00:00:00,24,19.7,30,0,,,9.2,,1014.5,
2025-11-05 00:00:00,23.7,19.8,29.2,0,,,7.6,,1013.1,
2025-11-06 00:00:00,22.9,17.8,30,0,,,8.3,,1013.8,
2025-11-07 00:00:00,23.8,17.7,30,0,,,6,,1014.5,
2025-11-08 00:00:00,24,18.8,29.1,0.2,,,7.7,,1014.9,
2025-11-09 00:00:00,23.5,17.2,29,0,,,8,,1014.3,
2025-11-10 00:00:00,22.8,16,30,0,,,6.3,,1014.3,
2025-11-11 00:00:00,23.9,17.8,30,0.3,,,5.9,,1014.6,
2025-11-12 00:00:00,24.7,20.7,30,1.2,,,9.2,,1015,
2025-11-13 00:00:00,24.9,20.6,30,0.7,,,10.9,,1015.5,
2025-11-14 00:00:00,24.1,20,28,3.5,,,11.4,,1015.1,
2025-11-15 00:00:00,23.1,18,28,0,,,9.5,,1015.9,
2025-11-16 00:00:00,23.7,18.2,29,0,,,11.2,,1016.1,
2025-11-17 00:00:00,23.6,18.3,28,0,,,10.4,,1015.7,
2025-11-18 00:00:00,23,19.9,27,1.7,,,10.9,,1014.5,
2025-11-19 00:00:00,23.6,19.4,28,0,,,11.7,,1014.3,
2025-11-20 00:00:00,24,18.3,29,0.2,,,10.4,,1015.2,
2025-11-21 00:00:00,24,18.5,29,4.4,,,11.2,,1016.1,
2025-11-22 00:00:00,23.2,20,28,2.9,,,12,,1015.9,
2025-11-23 00:00:00,23.3,20.1,28,1.4,,,12.1,,1015.7,
2025-11-24 00:00:00,23.1,19.5,27,0.6,,,12.5,,1016,
2025-11-25 00:00:00,23,17.5,29,0,,,13.2,,1015.5,
2025-11-26 00:00:00,22.5,16.6,28,0,,,13,,1015.6,
2025-11-27 00:00:00,21.6,15.7,26,0,,,14.6,,1015.9,
2025-11-28 00:00:00,21.3,15.8,25,0,,,10.6,,1014.6,
2025-11-29 00:00:00,21.1,15.7,25,0.8,,,9.7,,1013.2,
2025-11-30 00:00:00,21.3,16.3,25,11.4,,,7,,1013.1,
2025-12-01 00:00:00,22.6,19.1,26,0.1,,,7.3,,1013.7,
2025-12-02 00:00:00,23.6,17.4,29,0.9,,,6.6,,1013.4,
2025-12-03 00:00:00,22.9,19.3,28,8.9,,,9.6,,1014.2,
2025-12-04 00:00:00,23.3,20,28,2.4,,,13.6,,1015.2,
2025-12-05 00:00:00,22.3,20.1,26,5,,,13.6,,1016.4,
2025-12-06 00:00:00,22.5,17.3,28,0,,,12.8,,1017,
2025-12-07 00:00:00,23,19.2,28,0,,,12.8,,1016.6,
2025-12-08 00:00:00,22.9,16.8,30,0,,,11.1,,1016.3,
2025-12-09 00:00:00,22,15,29,0,,,11.5,,1015.5,
2025-12-10 00:00:00,23.1,17.5,29,0,,,12.1,,1015.8,
2025-12-11 00:00:00,21.5,15.2,28,0,,,14.4,,1015.9,
2025-12-12 00:00:00,21.3,14.4,28,0,,,10.7,,1015.3,
2025-12-13 00:00:00,21.5,14.5,29,0,,,10.7,,1015.4,
2025-12-14 00:00:00,20.8,14,28,0,,,11.3,,1015.8,
2025-12-15 00:00:00,20.7,14.4,27,0,,,11,,1015.8,
2025-12-16 00:00:00,22,15.6,27.8,0,,,14.6,,1014.4,
2025-12-17 00:00:00,23.9,20.7,29,0,,,15.6,,1016.2,
2025-12-18 00:00:00,21.6,15.2,28,0,,,13.2,,1016.3,
2025-12-19 00:00:00,19.8,14.4,26,0,,,11.1,,1015.2,
2025-12-20 00:00:00,20,13.4,26,0,,,8,,1013.5,
2025-12-21 00:00:00,20.5,14.1,28,0,,,7.3,,1014.3,
2025-12-22 00:00:00,20,14.2,27,0,,,8.1,,1014.8,
2025-12-23 00:00:00,20.5,14.5,27,0,,,9.5,,1014.2,
2025-12-24 00:00:00,20.3,14,27,0,,,8.7,,1014.2,
2025-12-25 00:00:00,20.5,14.5,28,0,,,9.1,,1014.5,
2025-12-26 00:00:00,20.8,16.1,26,0,,,12.3,,1014.5,
2025-12-27 00:00:00,20.9,16.1,27.1,0,,,9.8,,1014.1,
2025-12-28 00:00:00,21.2,14.6,28,0,,,8.9,,1015.1,
2025-12-29 00:00:00,21.8,15.6,29,0,,,9.5,,1014.7,
2025-12-30 00:00:00,22.2,15.7,29,0,,,7.3,,1014.4,
2025-12-31 00:00:00,22.4,16,30,0,,,6.4,,1013.2,
